person,personLabel,personDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision,image
Q438056,Svandís Svavarsdóttir,Icelandic politician,Q6581072,female,1964-08-24,11,,,http://commons.wikimedia.org/wiki/Special:FilePath/Islands%20miljominister%20Svandis%20Svavarsdottir.%20Nordiska%20radets%20session%20i%20Stockholm%202009.jpg
